Name,Rating,Review Count,location,Address,Phone
Taco Bell,2.5,281,"{'address1': '710 Third Street', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['710 Third Street', 'San Francisco, CA 94107']}","710 Third Street, San Francisco, CA 94107",+14159791587
Burger King,2.5,114,"{'address1': '3900 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3900 Geary Blvd', 'San Francisco, CA 94118']}","3900 Geary Blvd, San Francisco, CA 94118",+14153868478
Shake Shack Stonestown Galleria,2.5,122,"{'address1': '3251 20th Ave', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['3251 20th Ave', 'San Francisco, CA 94132']}","3251 20th Ave, San Francisco, CA 94132",+14153827271
Taco Bell,2.5,58,"{'address1': '4150 Geary Boulevard', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['4150 Geary Boulevard', 'San Francisco, CA 94118']}","4150 Geary Boulevard, San Francisco, CA 94118",+14153877440
Taco Bell,2.5,71,"{'address1': '691 Eddy St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['691 Eddy St', 'San Francisco, CA 94109']}","691 Eddy St, San Francisco, CA 94109",+14156732641
Panda Express,2.5,171,"{'address1': '1480 Fillmore St.', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1480 Fillmore St.', 'San Francisco, CA 94115']}","1480 Fillmore St., San Francisco, CA 94115",+14152929993
McDonald's,2.5,252,"{'address1': '255 Winston Dr', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['255 Winston Dr', 'San Francisco, CA 94132']}","255 Winston Dr, San Francisco, CA 94132",+14157595033
Panda Express,2.5,89,"{'address1': '500 Parnassus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94143', 'country': 'US', 'state': 'CA', 'display_address': ['500 Parnassus Ave', 'San Francisco, CA 94143']}","500 Parnassus Ave, San Francisco, CA 94143",+14156657954
Chick-fil-A,2.5,272,"{'address1': '6 Serramonte Ctr Pad Building', 'address2': 'Bldg 500', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['6 Serramonte Ctr Pad Building', 'Bldg 500', 'Daly City, CA 94015']}","6 Serramonte Ctr Pad Building, Bldg 500, Daly City, CA 94015",+16504643934
Wendy's,2.5,191,"{'address1': '7401 Mission St', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94014', 'country': 'US', 'state': 'CA', 'display_address': ['7401 Mission St', 'Daly City, CA 94014']}","7401 Mission St, Daly City, CA 94014",+16507552755
KFC,2.5,116,"{'address1': '1150 Taraval St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1150 Taraval St', 'San Francisco, CA 94116']}","1150 Taraval St, San Francisco, CA 94116",+14157313314
Popeyes Louisiana Kitchen,2.5,221,"{'address1': '1426 Fillmore St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1426 Fillmore St', 'San Francisco, CA 94115']}","1426 Fillmore St, San Francisco, CA 94115",+14155671748
KFC,2.5,113,"{'address1': '4150 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['4150 Geary Blvd', 'San Francisco, CA 94118']}","4150 Geary Blvd, San Francisco, CA 94118",+14153877440
Subway,2.5,32,"{'address1': '1400 Mission St', 'address2': 'Ste 131', 'address3': None, 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1400 Mission St', 'Ste 131', 'San Francisco, CA 94103']}","1400 Mission St, Ste 131, San Francisco, CA 94103",+14153497631
Curry in a Hurry,2.5,11,"{'address1': '865 Market St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['865 Market St', 'San Francisco, CA 94103']}","865 Market St, San Francisco, CA 94103",
Panda Express,2.5,17,"{'address1': '3519 California St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3519 California St', 'San Francisco, CA 94118']}","3519 California St, San Francisco, CA 94118",+14155783777
Subway,2.5,80,"{'address1': '5650 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['5650 Geary Blvd', 'San Francisco, CA 94121']}","5650 Geary Blvd, San Francisco, CA 94121",+14153868223
Chipotle Mexican Grill,2.5,214,"{'address1': '121 4th St', 'address2': 'Ste 135', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['121 4th St', 'Ste 135', 'San Francisco, CA 94103']}","121 4th St, Ste 135, San Francisco, CA 94103",+14155009635
Carl's Jr,2.5,204,"{'address1': '2434 Junipero Serra Blvd', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['2434 Junipero Serra Blvd', 'Daly City, CA 94015']}","2434 Junipero Serra Blvd, Daly City, CA 94015",+16509949009
La Tortilla,2.5,352,"{'address1': '495 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['495 Castro St', 'San Francisco, CA 94114']}","495 Castro St, San Francisco, CA 94114",+14158613990
Subway,2.5,72,"{'address1': '2675 Geary Blvd E-103', 'address2': 'Ste E-103', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['2675 Geary Blvd E-103', 'Ste E-103', 'San Francisco, CA 94118']}","2675 Geary Blvd E-103, Ste E-103, San Francisco, CA 94118",+14155677823
DNA Pizza,2.5,411,"{'address1': '371 11th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['371 11th St', 'San Francisco, CA 94103']}","371 11th St, San Francisco, CA 94103",+14156260166
KFC,2.5,95,"{'address1': '691 Eddy St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['691 Eddy St', 'San Francisco, CA 94109']}","691 Eddy St, San Francisco, CA 94109",+14156732641
Bella Lucca,2.5,138,"{'address1': '418 Geary Blvd', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['418 Geary Blvd', 'San Francisco, CA 94102']}","418 Geary Blvd, San Francisco, CA 94102",+14157766777
Subway,2.5,74,"{'address1': '750 Font Blvd', 'address2': '', 'address3': 'Centennial Square', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['750 Font Blvd', 'Centennial Square', 'San Francisco, CA 94132']}","750 Font Blvd, Centennial Square, San Francisco, CA 94132",+14154053499
Subway,2.5,42,"{'address1': '500 Parnassus Ave', 'address2': 'Level B1', 'address3': '', 'city': 'San Francisco', 'zip_code': '94143', 'country': 'US', 'state': 'CA', 'display_address': ['500 Parnassus Ave', 'Level B1', 'San Francisco, CA 94143']}","500 Parnassus Ave, Level B1, San Francisco, CA 94143",+14156610199
Dickey's Barbecue Pit,2.5,26,"{'address1': '590 Van Ness Ave', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['590 Van Ness Ave', 'San Francisco, CA 94102']}","590 Van Ness Ave, San Francisco, CA 94102",+14156104333
Subway,2.5,34,"{'address1': '550 Gene Friend Way', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['550 Gene Friend Way', 'San Francisco, CA 94158']}","550 Gene Friend Way, San Francisco, CA 94158",+14158650423
Subway,2.5,30,"{'address1': '376 Larkin St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['376 Larkin St', 'San Francisco, CA 94102']}","376 Larkin St, San Francisco, CA 94102",+14152419022
The Derby Grill,2.5,21,"{'address1': '24 Willie Mays Plz', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['24 Willie Mays Plz', 'San Francisco, CA 94107']}","24 Willie Mays Plz, San Francisco, CA 94107",+14082944699
Popeyes Louisiana Kitchen,2.5,270,"{'address1': '990 Serramonte Blvd', 'address2': 'Ste C', 'address3': '', 'city': 'Colma', 'zip_code': '94014', 'country': 'US', 'state': 'CA', 'display_address': ['990 Serramonte Blvd', 'Ste C', 'Colma, CA 94014']}","990 Serramonte Blvd, Ste C, Colma, CA 94014",+16507584676
Chipotle Mexican Grill,2.5,188,"{'address1': '50 California St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['50 California St', 'San Francisco, CA 94111']}","50 California St, San Francisco, CA 94111",+14155009511
Jack in the Box,2.5,110,"{'address1': '1695 El Camino Real', 'address2': None, 'address3': None, 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['1695 El Camino Real', 'South San Francisco, CA 94080']}","1695 El Camino Real, South San Francisco, CA 94080",+16509948245
Chipotle Mexican Grill,2.5,214,"{'address1': '211 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['211 Sutter St', 'San Francisco, CA 94104']}","211 Sutter St, San Francisco, CA 94104",+14155904199
Church's Chicken,2.5,163,"{'address1': '4155 Telegraph Ave', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['4155 Telegraph Ave', 'Oakland, CA 94609']}","4155 Telegraph Ave, Oakland, CA 94609",+15106532277
Harvest Urban Market,2.5,421,"{'address1': '191 8th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['191 8th St', 'San Francisco, CA 94103']}","191 8th St, San Francisco, CA 94103",+14156211000
Subway,2.5,30,"{'address1': '3801 3rd St', 'address2': 'Ste 310', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['3801 3rd St', 'Ste 310', 'San Francisco, CA 94124']}","3801 3rd St, Ste 310, San Francisco, CA 94124",+14158244721
Noah's NY Bagels,2.5,269,"{'address1': '2075 Chestnut St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2075 Chestnut St', 'San Francisco, CA 94123']}","2075 Chestnut St, San Francisco, CA 94123",+14157752910
Subway,2.5,25,"{'address1': '160 Broadway St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['160 Broadway St', 'San Francisco, CA 94111']}","160 Broadway St, San Francisco, CA 94111",+14153861913
Las Palmas Super Burrito & Seafood,2.5,57,"{'address1': '5251 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['5251 3rd St', 'San Francisco, CA 94124']}","5251 3rd St, San Francisco, CA 94124",+14158222340
Panda Express,2.5,199,"{'address1': '701 Westlake Mall', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['701 Westlake Mall', 'Daly City, CA 94015']}","701 Westlake Mall, Daly City, CA 94015",+16507581710
Subway,2.5,39,"{'address1': '2599 San Bruno Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['2599 San Bruno Ave', 'San Francisco, CA 94134']}","2599 San Bruno Ave, San Francisco, CA 94134",+14156579898
Boston Market,2.5,271,"{'address1': '332 Gellert Blvd', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['332 Gellert Blvd', 'Daly City, CA 94015']}","332 Gellert Blvd, Daly City, CA 94015",+16507553700
Subway,2.5,12,"{'address1': '425-D Battery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['425-D Battery St', 'San Francisco, CA 94111']}","425-D Battery St, San Francisco, CA 94111",+14157786368
Popeyes Louisiana Kitchen,2.5,124,"{'address1': '180 South Airport Blvd', 'address2': 'Unit C', 'address3': None, 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['180 South Airport Blvd', 'Unit C', 'South San Francisco, CA 94080']}","180 South Airport Blvd, Unit C, South San Francisco, CA 94080",+16507546974
Parkside Snack Bar,2.5,159,"{'address1': '43 Arsenal Ave', 'address2': '', 'address3': '', 'city': 'Stinson Beach', 'zip_code': '94970', 'country': 'US', 'state': 'CA', 'display_address': ['43 Arsenal Ave', 'Stinson Beach, CA 94970']}","43 Arsenal Ave, Stinson Beach, CA 94970",+14158681277
Chipotle Mexican Grill,2.5,230,"{'address1': '3251 20th Ave Spc Op183', 'address2': 'Spc OP183', 'address3': '', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['3251 20th Ave Spc Op183', 'Spc OP183', 'San Francisco, CA 94132']}","3251 20th Ave Spc Op183, Spc OP183, San Francisco, CA 94132",+14154183048
Wendy's,2.5,82,"{'address1': '499 El Camino Real', 'address2': '', 'address3': '', 'city': 'San Bruno', 'zip_code': '94066', 'country': 'US', 'state': 'CA', 'display_address': ['499 El Camino Real', 'San Bruno, CA 94066']}","499 El Camino Real, San Bruno, CA 94066",+16508733810
Taco Bell,2.5,124,"{'address1': '1900 Webster', 'address2': '', 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['1900 Webster', 'Alameda, CA 94501']}","1900 Webster, Alameda, CA 94501",+15104730112
Jack in the Box,2.5,89,"{'address1': '1826 Webster St', 'address2': '', 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['1826 Webster St', 'Alameda, CA 94501']}","1826 Webster St, Alameda, CA 94501",+15105236396
1-800-BURGERS!,2.5,7,"{'address1': '2353 E 12th St', 'address2': '', 'address3': None, 'city': 'Oakland', 'zip_code': '94601', 'country': 'US', 'state': 'CA', 'display_address': ['2353 E 12th St', 'Oakland, CA 94601']}","2353 E 12th St, Oakland, CA 94601",
Carl's Jr,2.5,82,"{'address1': '3770 Telegraph Ave', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['3770 Telegraph Ave', 'Oakland, CA 94609']}","3770 Telegraph Ave, Oakland, CA 94609",+15106584491
Panera Bread,2.5,399,"{'address1': '307 Gellert Blvd', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['307 Gellert Blvd', 'Daly City, CA 94015']}","307 Gellert Blvd, Daly City, CA 94015",+16507571064
Wendy's,2.5,112,"{'address1': '5211 Broadway', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94618', 'country': 'US', 'state': 'CA', 'display_address': ['5211 Broadway', 'Oakland, CA 94618']}","5211 Broadway, Oakland, CA 94618",+15106543711
Buckhorn Grill - SF Metreon,2.5,22,"{'address1': '135 4th St', 'address2': 'Ste FC5', 'address3': None, 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['135 4th St', 'Ste FC5', 'San Francisco, CA 94103']}","135 4th St, Ste FC5, San Francisco, CA 94103",+14153696150
Shake Shack - Bay Street,2.5,28,"{'address1': '5614 Bay St', 'address2': '', 'address3': None, 'city': 'Emeryville', 'zip_code': '94608', 'country': 'US', 'state': 'CA', 'display_address': ['5614 Bay St', 'Emeryville, CA 94608']}","5614 Bay St, Emeryville, CA 94608",+15102010407
Jack in the Box,2.5,87,"{'address1': '1257 Park St', 'address2': '', 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['1257 Park St', 'Alameda, CA 94501']}","1257 Park St, Alameda, CA 94501",+15105228865
McDonald's,2.5,187,"{'address1': '1101 El Camino Real', 'address2': '', 'address3': None, 'city': 'Millbrae', 'zip_code': '94030', 'country': 'US', 'state': 'CA', 'display_address': ['1101 El Camino Real', 'Millbrae, CA 94030']}","1101 El Camino Real, Millbrae, CA 94030",+16508733680
Popeyes Louisiana Kitchen,2.5,153,"{'address1': '1775 San Pablo Ave', 'address2': '', 'address3': '', 'city': 'Berkeley', 'zip_code': '94702', 'country': 'US', 'state': 'CA', 'display_address': ['1775 San Pablo Ave', 'Berkeley, CA 94702']}","1775 San Pablo Ave, Berkeley, CA 94702",+15109827353
Taco Bell,2.5,103,"{'address1': '210 El Camino Real', 'address2': '', 'address3': '', 'city': 'Millbrae', 'zip_code': '94030', 'country': 'US', 'state': 'CA', 'display_address': ['210 El Camino Real', 'Millbrae, CA 94030']}","210 El Camino Real, Millbrae, CA 94030",+16506921542
Panda Express,2.5,87,"{'address1': '500 12th Street  B132', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94607', 'country': 'US', 'state': 'CA', 'display_address': ['500 12th Street  B132', 'Oakland, CA 94607']}","500 12th Street  B132, Oakland, CA 94607",+15102512269
Rock'n Rob's Famous Pacifica Burgers,2.5,245,"{'address1': '450 Dondee St', 'address2': '', 'address3': '', 'city': 'Pacifica', 'zip_code': '94044', 'country': 'US', 'state': 'CA', 'display_address': ['450 Dondee St', 'Pacifica, CA 94044']}","450 Dondee St, Pacifica, CA 94044",+16503593663
Taco Bell,2.5,113,"{'address1': '635 San Pablo Ave', 'address2': '', 'address3': '', 'city': 'Albany', 'zip_code': '94706', 'country': 'US', 'state': 'CA', 'display_address': ['635 San Pablo Ave', 'Albany, CA 94706']}","635 San Pablo Ave, Albany, CA 94706",+15105275090
Burger King,2.5,8,"{'address1': '849 University Ave', 'address2': None, 'address3': None, 'city': 'Berkeley', 'zip_code': '94710', 'country': 'US', 'state': 'CA', 'display_address': ['849 University Ave', 'Berkeley, CA 94710']}","849 University Ave, Berkeley, CA 94710",+18663942493
Subway,2.5,42,"{'address1': '150 Old County Rd', 'address2': '', 'address3': '', 'city': 'Brisbane', 'zip_code': '94005', 'country': 'US', 'state': 'CA', 'display_address': ['150 Old County Rd', 'Brisbane, CA 94005']}","150 Old County Rd, Brisbane, CA 94005",+14154671442
Subway,2.5,45,"{'address1': '408 Montgomery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['408 Montgomery St', 'San Francisco, CA 94104']}","408 Montgomery St, San Francisco, CA 94104",+14153911123
TOGO'S Sandwiches,2.5,85,"{'address1': '180 S Airport Blvd', 'address2': 'Ste 2', 'address3': None, 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['180 S Airport Blvd', 'Ste 2', 'South San Francisco, CA 94080']}","180 S Airport Blvd, Ste 2, South San Francisco, CA 94080",+16504571900
Noah's NY Bagels,2.5,180,"{'address1': '2300 16th St', 'address2': 'Ste 250', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['2300 16th St', 'Ste 250', 'San Francisco, CA 94103']}","2300 16th St, Ste 250, San Francisco, CA 94103",+14158612802
Papa Johns Pizza,2.5,142,"{'address1': '969 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['969 Sutter St', 'San Francisco, CA 94109']}","969 Sutter St, San Francisco, CA 94109",+14154407272
Red Robin Gourmet Burgers and Brews,2.5,1089,"{'address1': '1274 El Camino Real', 'address2': '', 'address3': '', 'city': 'San Bruno', 'zip_code': '94066', 'country': 'US', 'state': 'CA', 'display_address': ['1274 El Camino Real', 'San Bruno, CA 94066']}","1274 El Camino Real, San Bruno, CA 94066",+16505884600
Wingstop,2.5,250,"{'address1': '4133 San Pablo Ave', 'address2': '', 'address3': '', 'city': 'Emeryville', 'zip_code': '94608', 'country': 'US', 'state': 'CA', 'display_address': ['4133 San Pablo Ave', 'Emeryville, CA 94608']}","4133 San Pablo Ave, Emeryville, CA 94608",+15104289464
Jamba,2.5,132,"{'address1': '500 Parnassus Ave Millberry', 'address2': 'Ste 85', 'address3': '', 'city': 'San Francisco', 'zip_code': '94619', 'country': 'US', 'state': 'CA', 'display_address': ['500 Parnassus Ave Millberry', 'Ste 85', 'San Francisco, CA 94619']}","500 Parnassus Ave Millberry, Ste 85, San Francisco, CA 94619",+16503301839
Krispy Krunchy Chicken,2.5,15,"{'address1': '650 Central Ave', 'address2': 'Ste H', 'address3': None, 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['650 Central Ave', 'Ste H', 'Alameda, CA 94501']}","650 Central Ave, Ste H, Alameda, CA 94501",+15104052999
Chipotle Mexican Grill,2.5,73,"{'address1': '2225 Shattuck Ave', 'address2': '', 'address3': None, 'city': 'Berkeley', 'zip_code': '94704', 'country': 'US', 'state': 'CA', 'display_address': ['2225 Shattuck Ave', 'Berkeley, CA 94704']}","2225 Shattuck Ave, Berkeley, CA 94704",+15106479166
McDonald's,2.0,260,"{'address1': '1100 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['1100 Fillmore St', 'San Francisco, CA 94102']}","1100 Fillmore St, San Francisco, CA 94102",+14159231138
Jack in the Box,2.0,154,"{'address1': '366 Bayshore Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['366 Bayshore Blvd', 'San Francisco, CA 94124']}","366 Bayshore Blvd, San Francisco, CA 94124",+14156418467
McDonald's,2.0,181,"{'address1': '2801 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2801 Mission St', 'San Francisco, CA 94110']}","2801 Mission St, San Francisco, CA 94110",+14152852851
Burger King,2.0,133,"{'address1': '819 Van Ness Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['819 Van Ness Ave', 'San Francisco, CA 94109']}","819 Van Ness Ave, San Francisco, CA 94109",+14157754211
Burger King,2.0,97,"{'address1': '1701 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1701 Fillmore St', 'San Francisco, CA 94115']}","1701 Fillmore St, San Francisco, CA 94115",+14154412510
KFC,2.0,54,"{'address1': '200 Duboce Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['200 Duboce Ave', 'San Francisco, CA 94103']}","200 Duboce Ave, San Francisco, CA 94103",+14154311613
MrBeast Burger,2.0,25,"{'address1': '', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94110']}","San Francisco, CA 94110",
Chipotle Mexican Grill,2.0,338,"{'address1': '2675 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['2675 Geary Blvd', 'San Francisco, CA 94118']}","2675 Geary Blvd, San Francisco, CA 94118",+14152020781
McDonald's,2.0,264,"{'address1': '1201 Ocean Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['1201 Ocean Ave', 'San Francisco, CA 94112']}","1201 Ocean Ave, San Francisco, CA 94112",+14154528819
Carl's Jr,2.0,159,"{'address1': '1 Hallidie Plz', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['1 Hallidie Plz', 'San Francisco, CA 94102']}","1 Hallidie Plz, San Francisco, CA 94102",+14153915799
McDonald's,2.0,146,"{'address1': '302 Potrero Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['302 Potrero Ave', 'San Francisco, CA 94110']}","302 Potrero Ave, San Francisco, CA 94110",+14158613295
Taco Bell,2.0,188,"{'address1': '7255 Mission St.', 'address2': '', 'address3': '', 'city': 'Daly City', 'zip_code': '94014', 'country': 'US', 'state': 'CA', 'display_address': ['7255 Mission St.', 'Daly City, CA 94014']}","7255 Mission St., Daly City, CA 94014",+16507555085
Denny's,2.0,486,"{'address1': '816 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['816 Mission St', 'San Francisco, CA 94103']}","816 Mission St, San Francisco, CA 94103",+14152438800
McDonald's,2.0,226,"{'address1': '609 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['609 Market St', 'San Francisco, CA 94105']}","609 Market St, San Francisco, CA 94105",+14155432595
McDonald's,2.0,136,"{'address1': '345 Bayshore Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['345 Bayshore Blvd', 'San Francisco, CA 94124']}","345 Bayshore Blvd, San Francisco, CA 94124",+14158212565
Wendy's,2.0,69,"{'address1': '176 Gateway Blvd', 'address2': '', 'address3': '', 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['176 Gateway Blvd', 'South San Francisco, CA 94080']}","176 Gateway Blvd, South San Francisco, CA 94080",+16508664460
McDonald's,2.0,120,"{'address1': '600 Redwood Hwy', 'address2': '', 'address3': '', 'city': 'Mill Valley', 'zip_code': '94941', 'country': 'US', 'state': 'CA', 'display_address': ['600 Redwood Hwy', 'Mill Valley, CA 94941']}","600 Redwood Hwy, Mill Valley, CA 94941",+14153830184
Burger King,2.0,84,"{'address1': '245 Bayshore Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['245 Bayshore Blvd', 'San Francisco, CA 94124']}","245 Bayshore Blvd, San Francisco, CA 94124",+14158216288
Subway,2.0,81,"{'address1': '1500 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1500 Fillmore St', 'San Francisco, CA 94115']}","1500 Fillmore St, San Francisco, CA 94115",+14157715583
Domino's Pizza,2.0,300,"{'address1': '3116 Noriega St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['3116 Noriega St', 'San Francisco, CA 94122']}","3116 Noriega St, San Francisco, CA 94122",+14156818100
